Subject Name,Course Link,Discipline,SME Name,Institute
NOC:Computer Organization and Architecture,https://nptel.ac.in/courses/106/106/106106166/,Computer Science and  Engineering,Prof. V. Kamakoti,IIT Madras
NOC:Computer Organization and Architecture A Pedagogical Aspect,https://nptel.ac.in/courses/106/103/106103180/,Computer Science and  Engineering,Prof.Arnab sarkarProf.Jatindra Kumar DekaDr. Santosh Biswas,IIT Guwahati
NOC:Computer Vision,https://nptel.ac.in/courses/106/105/106105216/,Computer Science and  Engineering,Prof. Jayanta Mukhopadhyay,IIT Kharagpur
NOC:Computer architecture and organization,https://nptel.ac.in/courses/106/105/106105163/,Computer Science and  Engineering,Prof. Indranil SenguptaProf. Kamalika Datta,IIT Kharagpur
NOC:Cryptography And Network Security,https://nptel.ac.in/courses/106/105/106105162/,Computer Science and  Engineering,Prof. Sourav Mukhopadhyay,IIT Kharagpur
NOC:Data Analytics with Python,https://nptel.ac.in/courses/106/107/106107220/,Computer Science and  Engineering,Prof. A. Ramesh,IIT Roorkee
NOC:Data Base Management System,https://nptel.ac.in/courses/106/105/106105175/,Computer Science and  Engineering,Prof. Partha Pratim Das,IIT Kharagpur
NOC:Data Mining,https://nptel.ac.in/courses/106/105/106105174/,Computer Science and  Engineering,"Prof. Pabitra Mitra
",IIT Kharagpur
NOC:Data Science for Engineers,https://nptel.ac.in/courses/106/106/106106179/,Computer Science and  Engineering,Prof. Shankar NarasimhanProf. Ragunathan Rengasamy,IIT Madras
NOC:Deep Learning,https://nptel.ac.in/courses/106/105/106105215/,Computer Science and  Engineering,Prof. P.K. Biswas,IIT Kharagpur
NOC:Deep Learning,https://nptel.ac.in/courses/106/106/106106184/,Computer Science and  Engineering,Prof.Mitesh Khapra,IIT Madras
NOC:Deep Learning - Part 2,https://nptel.ac.in/courses/106/106/106106201/,Computer Science and  Engineering,Prof.Mitesh Khapra,IIT Madras
NOC:Demystifying networking,https://nptel.ac.in/courses/106/101/106101209/,Computer Science and  Engineering,Prof.Sridhar Iyer,IIT Bombay
NOC:Design and Analysis of Algorithms,https://nptel.ac.in/courses/106/106/106106131/,Computer Science and  Engineering,Prof. Madhavan Mukund,IIT Madras
NOC:Design and pedagogy of the introductory programming course,https://nptel.ac.in/courses/106/101/106101182/,Computer Science and  Engineering,Prof. Abhiram G Ranade,IIT Bombay
NOC:Discrete Mathematics,https://nptel.ac.in/courses/106/103/106103205/,Computer Science and  Engineering,Prof. Benny George KProf. Sajith Gopalan,IIT Guwahati
NOC:Discrete Mathematics,https://nptel.ac.in/courses/106/106/106106183/,Computer Science and  Engineering,Prof. Sudarshan Iyengar,IIT Madras
NOC:Discrete Structures,https://nptel.ac.in/courses/106/105/106105192/,Computer Science and  Engineering,Prof. Dipanwita Roychowdhury,IIT Kharagpur
NOC:Distributed Systems,https://nptel.ac.in/courses/106/106/106106168/,Computer Science and  Engineering,Dr. Rajiv Misra,IIT Patna
NOC:Embedded System Design with ARM,https://nptel.ac.in/courses/106/105/106105193/,Computer Science and  Engineering,Prof. Indranil SenguptaProf. Kamalika Datta,IIT Kharagpur
NOC:Embedded Systems Design,https://nptel.ac.in/courses/106/105/106105159/,Computer Science and  Engineering,Prof. Anupam Basu,IIT Kharagpur
NOC:Embedded Systems-Design Verification and Test,https://nptel.ac.in/courses/106/103/106103182/,Computer Science and  Engineering,Dr. Santosh BiswasProf.Arnab sarkarProf.Jatindra Kumar Deka,IIT Guwahati
NOC:Ethical Hacking,https://nptel.ac.in/courses/106/105/106105217/,Computer Science and  Engineering,Prof. Indranil Sengupta,IIT Kharagpur
NOC:Foundations of Cryptography,https://nptel.ac.in/courses/106/106/106106221/,Computer Science and  Engineering,Prof. Ashish Choudhury,IISc Bangalore
NOC:Foundations to Computer Systems Design,https://nptel.ac.in/courses/106/106/106106197/,Computer Science and  Engineering,Prof. V. Kamakoti,IIT Madras
NOC:Functional Programming in Haskell,https://nptel.ac.in/courses/106/106/106106137/,Computer Science and  Engineering,Prof. Madhavan MukundProf. S P Suresh,IIT Madras
NOC:Fundamentals of Database Systems(Course sponsored by Aricent),https://nptel.ac.in/courses/106/104/106104135/,Computer Science and  Engineering,Dr. Arnab Bhattacharya,IIT Kanpur
NOC:GPU Architectures and Programming,https://nptel.ac.in/courses/106/105/106105220/,Computer Science and  Engineering,Prof. Soumyajit Dey,IIT Kharagpur
NOC:Hardware Security,https://nptel.ac.in/courses/106/105/106105194/,Computer Science and  Engineering,Dr. Debdeep Mukhopadhyay,IIT Kharagpur
NOC:Hardware modeling using verilog,https://nptel.ac.in/courses/106/105/106105165/,Computer Science and  Engineering,Prof. Indranil Sengupta,IIT Kharagpur
NOC:Information Security - 5 - Secure Systems Engineering,https://nptel.ac.in/courses/106/106/106106199/,Computer Science and  Engineering,Prof. Chester Rebeiro,IIT Madras
NOC:Information Security - II(Course sponsored by Aricent),https://nptel.ac.in/courses/106/106/106106141/,Computer Science and  Engineering,Prof. V. Kamakoti,IIT Madras
NOC:Information Security-3,https://nptel.ac.in/courses/106/106/106106157/,Computer Science and  Engineering,Prof. V. Kamakoti,IIT Madras
NOC:Information security - IV,https://nptel.ac.in/courses/106/106/106106178/,Computer Science and  Engineering,Prof.VasanProf.M J Shankar RamanProf. V. Kamakoti,IIT Madras
"NOC:Introduction to Automata, Languages and Computation",https://nptel.ac.in/courses/106/105/106105196/,Computer Science and  Engineering,Prof. Sourav Mukhopadhyay,IIT Kharagpur
NOC:Introduction to Blockchain Technology and Applications,https://nptel.ac.in/courses/106/104/106104220/,Computer Science and  Engineering,Prof. Sandeep Shukla,IIT Kanpur
NOC:Introduction to Cryptology,https://nptel.ac.in/courses/106/107/106107155/,Computer Science and  Engineering,Dr. Sugata Gangopadhyay,IIT Roorkee
NOC:Introduction to Database Systems,https://nptel.ac.in/courses/106/106/106106220/,Computer Science and  Engineering,Prof. P.Sreenivasa Kumar,IIT Madras
NOC:Introduction to Human Computer Interaction,https://nptel.ac.in/courses/106/106/106106177/,Computer Science and  Engineering,Prof. Ponnurangam Kumaraguru,IIT Madras
NOC:Introduction to Industry 4.0 and Industrial Internet of Things,https://nptel.ac.in/courses/106/105/106105195/,Computer Science and  Engineering,Prof. Sudip Misra,IIT Kharagpur
NOC:Introduction to Information Security  I,https://nptel.ac.in/courses/106/106/106106129/,Computer Science and  Engineering,Prof. V. Kamakoti,IIT Madras
NOC:Introduction to Machine Learning,https://nptel.ac.in/courses/106/105/106105152/,Computer Science and  Engineering,Prof. S. Sarkar,IIT Kharagpur
NOC:Introduction to Machine Learning(Course sponsored by Aricent),https://nptel.ac.in/courses/106/106/106106139/,Computer Science and  Engineering,Dr. Balaraman Ravindran,IIT Madras
NOC:Introduction to Modern Application Development,https://nptel.ac.in/courses/106/106/106106156/,Computer Science and  Engineering,Tanmai GopalProf. Gaurav Raina,IIT Madras
NOC:Introduction to Operating Systems,https://nptel.ac.in/courses/106/106/106106144/,Computer Science and  Engineering,Prof. Chester Rebeiro,IIT Madras
NOC:Introduction to Parallel Programming in OpenMP,https://nptel.ac.in/courses/106/102/106102163/,Computer Science and  Engineering,Dr. Yogish Sabharwal,IIT Delhi
NOC:Introduction to Soft Computing,https://nptel.ac.in/courses/106/105/106105173/,Computer Science and  Engineering,Prof. Debasis Samanta,IIT Kharagpur
NOC:Introduction to Wireless and Cellular Communications,https://nptel.ac.in/courses/106/106/106106167/,Computer Science and  Engineering,Prof. David Kovil Pillai,IIT Madras
NOC:Introduction to algorithms and analysis,https://nptel.ac.in/courses/106/105/106105164/,Computer Science and  Engineering,Prof. Sourav Mukhopadhyay,IIT Kharagpur
NOC:Introduction to internet of things,https://nptel.ac.in/courses/106/105/106105166/,Computer Science and  Engineering,Prof. Sudip Misra,IIT Kharagpur
NOC:Introduction to programming in C,https://nptel.ac.in/courses/106/104/106104128/,Computer Science and  Engineering,Prof.Satyadev Nandakumar,IIT Kanpur
NOC:Machine Learning for Engineering and Science Applications,https://nptel.ac.in/courses/106/106/106106198/,Computer Science and  Engineering,Prof. GanapathyProf. Balaji Srinivasan,IIT Madras
"NOC:Machine Learning,ML",https://nptel.ac.in/courses/106/106/106106202/,Computer Science and  Engineering,Prof. Carl Gustaf Jansson,IIT Madras
NOC:Mobile Computing,https://nptel.ac.in/courses/106/106/106106147/,Computer Science and  Engineering,Prof. Pushpendra SinghProf.Sridhar Iyer,IIT Madras
NOC:Model Checking,https://nptel.ac.in/courses/106/106/106106136/,Computer Science and  Engineering,Prof. B. Srivathsan,IIT Madras
NOC:Modern Algebra,https://nptel.ac.in/courses/106/104/106104149/,Computer Science and  Engineering,Prof. Manindra Agrawal,IIT Kanpur
NOC:Modern Application Development,https://nptel.ac.in/courses/106/106/106106222/,Computer Science and  Engineering,Prof. Madhavan MukundProf. Abhijat VichareProf. Aamod Sane ,IIT Madras
NOC:Multi-Core Computer Architecture-Storage and Interconnects,https://nptel.ac.in/courses/106/103/106103183/,Computer Science and  Engineering,Prof.  John Jose,IIT Guwahati
NOC:Multimodal Interaction,https://nptel.ac.in/courses/106/106/106106200/,Computer Science and  Engineering,Dr.-Ing. Stefan HillmannProf. Dr.-Ing.Sebastian Moller,IIT Madras
NOC:Natural Language Processing,https://nptel.ac.in/courses/106/105/106105158/,Computer Science and  Engineering,Prof. Pawan Goyal,IIT Kharagpur
NOC:Object-Oriented Analysis and Design,https://nptel.ac.in/courses/106/105/106105153/,Computer Science and  Engineering,Prof. Partha Pratim Das,IIT Kharagpur
NOC:Operating System Fundamentals,https://nptel.ac.in/courses/106/105/106105214/,Computer Science and  Engineering,Prof. Santanu Chattopadhyay,IIT Kharagpur
NOC:Parallel Algorithms,https://nptel.ac.in/courses/106/103/106103188/,Computer Science and  Engineering,Prof. Sajith Gopalan,IIT Guwahati
NOC:Practical Machine Learning with Tensorflow,https://nptel.ac.in/courses/106/106/106106213/,Computer Science and  Engineering,Prof. Ashish TendulkarDr. B. Ravindran,IIT Madras
NOC:Privacy and Security in Online Social Media,https://nptel.ac.in/courses/106/106/106106146/,Computer Science and  Engineering,Prof. Ponnurangam Kumaraguru,IIT Madras
NOC:Problem Solving through Programming in C,https://nptel.ac.in/courses/106/105/106105171/,Computer Science and  Engineering,Prof. Anupam Basu,IIT Kharagpur
NOC:Programming and Data structures (PDS),https://nptel.ac.in/courses/106/106/106106130/,Computer Science and  Engineering,Dr. N S. Narayanaswamy,IIT Madras
NOC:Programming in C++,https://nptel.ac.in/courses/106/105/106105151/,Computer Science and  Engineering,Prof. Partha Pratim Das,IIT Kharagpur
NOC:Programming in Java,https://nptel.ac.in/courses/106/105/106105191/,Computer Science and  Engineering,Prof. Debasis Samanta,IIT Kharagpur
"NOC:Programming, Data Structures and Algorithms",https://nptel.ac.in/courses/106/106/106106127/,Computer Science and  Engineering,Prof. Hema A MurthyProf. Shankar BalachandranDr. N S. Narayanaswamy,IIT Madras
"NOC:Programming, Data Structures and Algorithms using Python",https://nptel.ac.in/courses/106/106/106106145/,Computer Science and  Engineering,Prof. Madhavan Mukund,IIT Madras
NOC:Python for Data Science,https://nptel.ac.in/courses/106/106/106106212/,Computer Science and  Engineering,Prof. Ragunathan Rengasamy,IIT Madras
NOC:Randomized Algorithms,https://nptel.ac.in/courses/106/103/106103187/,Computer Science and  Engineering,Prof. Benny George K,IIT Guwahati
NOC:Real Time Operating System,https://nptel.ac.in/courses/106/105/106105172/,Computer Science and  Engineering,Prof. Rajib Mall,IIT Kharagpur
NOC:Reinforcement Learning,https://nptel.ac.in/courses/106/106/106106143/,Computer Science and  Engineering,Dr. B. Ravindran,IIT Madras
NOC:Scalable Data Science,https://nptel.ac.in/courses/106/105/106105186/,Computer Science and  Engineering,Prof. Sourangshu BhattacharyaProf. Anirban Dasgupta,IIT Kharagpur
NOC:Social Networks,https://nptel.ac.in/courses/106/106/106106169/,Computer Science and  Engineering,Prof. Sudarshan Iyengar,IIT Ropar
NOC:Software Engineering,https://nptel.ac.in/courses/106/105/106105182/,Computer Science and  Engineering,Prof. Rajib Mall,IIT Kharagpur
NOC:Software Project Management,https://nptel.ac.in/courses/106/105/106105218/,Computer Science and  Engineering,Prof. Durga Prasad MohapatraProf. Rajib Mall,IIT Kharagpur
NOC:Software Testing,https://nptel.ac.in/courses/106/105/106105150/,Computer Science and  Engineering,Prof. Rajib Mall,IIT Kharagpur
NOC:Software testing,https://nptel.ac.in/courses/106/101/106101163/,Computer Science and  Engineering,Prof. Meenakshi D'souza,IIITB
NOC:Spatial Innformatics,https://nptel.ac.in/courses/106/105/106105219/,Computer Science and  Engineering,Prof. Soumya Kanti Ghosh,IIT Kharagpur
NOC:Switching Circuits and Logic Design,https://nptel.ac.in/courses/106/105/106105185/,Computer Science and  Engineering,Prof. Indranil Sengupta,IIT Kharagpur
NOC:Synthesis of Digital Systems,https://nptel.ac.in/courses/106/102/106102181/,Computer Science and  Engineering,"Prof. Preeti Ranjan Panda
",IIT DELHI
NOC:The Joy of Computing using Python,https://nptel.ac.in/courses/106/106/106106182/,Computer Science and  Engineering,Prof. Sudarshan Iyengar,IIT Madras
NOC:Theory of Computation,https://nptel.ac.in/courses/106/104/106104148/,Computer Science and  Engineering,Prof. Raghunath Tewari,IIT Kanpur
NOC:User-centric Computing for Human-Computer Interaction,https://nptel.ac.in/courses/106/103/106103220/,Computer Science and  Engineering,Prof. Samit Bhattacharya,IIT Guwahati
NOC:VLSI Physical Design,https://nptel.ac.in/courses/106/105/106105161/,Computer Science and  Engineering,Prof. Indranil Sengupta,IIT Kharagpur
NOC:Wireless Ad Hoc and Sensor Networks,https://nptel.ac.in/courses/106/105/106105160/,Computer Science and  Engineering,Prof. Sudip Misra,IIT Kharagpur
Natural Language Processing,https://nptel.ac.in/courses/106/101/106101007/,Computer Science and  Engineering,Prof. Pushpak Bhattacharyya,IIT Bombay
Numerical Optimization,https://nptel.ac.in/courses/106/108/106108056/,Computer Science and  Engineering,Dr. Shirish K. Shevade,IISc Bangalore
Operating Systems,https://nptel.ac.in/courses/106/108/106108101/,Computer Science and  Engineering,Prof. P.C.P. Bhatt,IISc Bangalore
Operating Systems,https://nptel.ac.in/courses/106/102/106102132/,Computer Science and  Engineering,Prof. Sorav Bansal,IIT Delhi
Parallel Algorithm,https://nptel.ac.in/courses/106/104/106104120/,Computer Science and  Engineering,Prof. Phalguni Gupta,IIT Kanpur
Parallel Algorithms,https://nptel.ac.in/courses/106/106/106106112/,Computer Science and  Engineering,Prof. R. SeethalakshmiDr. N. Sairam,IIT Madras
Parallel Computer Architecture,https://nptel.ac.in/courses/106/104/106104024/,Computer Science and  Engineering,Dr. Mainak Chaudhuri,IIT Kanpur
Parallel Computing,https://nptel.ac.in/courses/106/102/106102114/,Computer Science and  Engineering,Dr. Subodh Kumar ,IIT Delhi
Pattern Recognition,https://nptel.ac.in/courses/106/108/106108057/,Computer Science and  Engineering,Prof. V. Susheela DeviProf. M. Narasimha Murty,IISc Bangalore
Pattern Recognition,https://nptel.ac.in/courses/106/106/106106046/,Computer Science and  Engineering,Prof. Sukhendu DasProf. C.A. Murthy,IIT Madras
Performance Evaluation of Computer Systems,https://nptel.ac.in/courses/106/106/106106048/,Computer Science and  Engineering,Prof. Krishna Moorthy Sivalingam,IIT Madras
Principles of Communication,https://nptel.ac.in/courses/106/106/106106097/,Computer Science and  Engineering,Prof. Hema A Murthy,IIT Madras
Principles of Compiler Design,https://nptel.ac.in/courses/106/108/106108113/,Computer Science and  Engineering,Prof. Y.N. Srikanth,IISc Bangalore
Principles of Programming Languages,https://nptel.ac.in/courses/106/102/106102067/,Computer Science and  Engineering,Prof. S. Arun Kumar,IIT Delhi
Program Optimization for Multi-core Architectures,https://nptel.ac.in/courses/106/104/106104025/,Computer Science and  Engineering,Prof. Rajat MoonaDr. Mainak ChaudhuriProf. Sanjeev K Aggarwal,IIT Kanpur
Programming and Data Structure,https://nptel.ac.in/courses/106/105/106105085/,Computer Science and  Engineering,Dr. P.P.Chakraborty,IIT Kharagpur
Real Time Systems,https://nptel.ac.in/courses/106/105/106105036/,Computer Science and  Engineering,Prof. Rajib Mall,IIT Kharagpur
Real Time Systems,https://nptel.ac.in/courses/106/105/106105086/,Computer Science and  Engineering,Prof. Rajib Mall,IIT Kharagpur
Riemann Hypothesis and its Applications,https://nptel.ac.in/courses/106/104/106104118/,Computer Science and  Engineering,Prof. Manindra Agrawal,IIT Kanpur
Software Engineering,https://nptel.ac.in/courses/106/101/106101061/,Computer Science and  Engineering,Prof. N.L. SardaProf. Umesh BellurProf. Rushikesh K Joshi,IIT Bombay
Software Engineering,https://nptel.ac.in/courses/106/105/106105087/,Computer Science and  Engineering,Prof. Rajib Mall,IIT Kharagpur
Storage Systems,https://nptel.ac.in/courses/106/108/106108058/,Computer Science and  Engineering,Dr. K. Gopinath,IISc Bangalore
System Analysis and Design,https://nptel.ac.in/courses/106/108/106108102/,Computer Science and  Engineering,Prof. V. Rajaraman,IISc Bangalore
System Analysis and Design,https://nptel.ac.in/courses/106/108/106108103/,Computer Science and  Engineering,Prof. V. Rajaraman,IISc Bangalore
Theory of Automata and Formal Languages,https://nptel.ac.in/courses/106/103/106103070/,Computer Science and  Engineering,Dr. Diganta Goswami,IIT Guwahati
"Theory of Automata, Formal Languages and Computation",https://nptel.ac.in/courses/106/106/106106049/,Computer Science and  Engineering,Prof. Kamala Krithivasan,IIT Madras
